Name,WMC,TCC,LOCC,NBM,GOD LASS,CBO,ATFD,NOAP,NOA,NOM,FDP,CM,CC,NOAM,AMW,Brainlass
K,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
V,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BoundedList,10,0,38,0,0,0,0,1,1,5,0,0,0,0,2,0
ByteArrayDataInputStream,66,0,268,0,0,0,0,0,3,26,0,5,2,0,2.54,0
ByteBufferInputStream,41,0.4,213,0,0,0,0,0,1,18,0,0,0,0,2.28,0
ByteBufferOutputStream,34,0.36,130,0,0,1,0,0,1,19,0,0,0,1,1.79,0
ConcurrentLinkedBlockingQueue,21,0.02,126,0,0,0,0,0,5,11,0,0,0,0,1.91,0
CondVar,11,1,84,0,0,0,0,0,2,5,0,0,0,0,2.2,0
Credit,21,0.36,138,0,0,1,1,0,7,13,1,0,0,1,1.62,0
CustomRejectionPolicy,4,1,28,0,0,0,0,0,2,2,0,0,0,0,2,0
DefaultThreadFactory,42,0,149,0,0,0,0,0,10,17,0,3,1,3,2.47,0
DirectExecutor,1,1,7,0,0,0,0,0,0,1,0,0,0,0,1,0
FixedSizeBitSet,60,0,351,0,0,0,0,0,5,15,0,0,0,0,4,0
GenerateGettersAndSetters,12,1,63,0,0,0,0,0,0,1,0,0,0,0,12,0
GetNetworkInterfaces,3,1,17,0,0,0,0,0,0,1,0,0,0,0,3,0
InputStreamAdapter,9,0.21,47,0,0,1,0,0,1,9,0,0,0,0,1,0
IntHashMap,15,0,47,0,0,0,0,0,2,9,0,0,0,1,1.67,0
LongTuple,4,0,16,0,0,0,0,0,2,4,0,0,0,2,1,0
NoProgressException,1,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0
ObjectInputStreamWithClassloader,7,1,37,0,0,0,0,0,1,5,0,0,0,0,1.4,0
ObjectWrapper,15,0.07,71,0,0,1,3,0,2,10,1,0,0,2,1.5,0
OneTimeAddressGenerator,3,1,16,0,0,0,0,0,2,2,0,0,0,0,1.5,0
OutputStreamAdapter,6,0.3,28,0,0,1,0,0,1,6,0,0,0,0,1,0
PaddedAtomicBoolean,2,1,14,0,0,0,0,0,16,2,0,0,0,0,1,0
PaddedAtomicInteger,2,1,13,0,0,0,0,0,14,2,0,0,0,0,1,0
PartialOutputStream,16,0.07,80,0,0,0,0,0,3,9,0,9,1,0,1.78,0
ProgressCheckRejectionPolicy,11,1,66,0,0,1,0,0,5,2,0,0,0,0,5.5,0
Range,12,0.05,56,0,0,1,0,2,2,9,0,0,0,0,1.33,0
RefcountImpl,11,0,46,0,0,0,0,0,2,8,0,0,0,1,1.38,0
RingBuffer,41,0.24,292,0,0,0,0,0,7,25,0,0,0,0,1.64,0
Rsp,25,0.37,115,0,0,0,0,0,6,18,0,4,3,0,1.39,0
Runner,23,0.02,73,0,0,1,0,0,8,13,0,0,0,3,1.77,0
SeqnoComparator,15,0,34,0,0,0,0,0,1,4,0,5,1,0,3.75,0
ShutdownRejectedExecutionHandler,4,1,18,0,0,0,0,1,1,2,0,0,0,0,2,0
SSLContextFactory,38,0.01,197,0,0,1,0,0,17,19,0,0,0,0,2,0
StateTransferResult,10,0,36,0,0,0,0,0,2,8,0,0,0,2,1.25,0
V1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
V2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
V3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AddressGenerator,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0
MembershipChangePolicy,0,0,24,0,0,0,0,0,0,2,0,0,0,0,0,0
ProtocolHook,0,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0
StateTransferInfo,7,1,41,0,0,0,0,3,3,6,0,0,0,0,1.17,0
Address,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0
PhysicalAddress,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0
BaseMessage,76,0.25,337,0,0,3,2,0,7,34,1,0,0,4,2.24,0
Header,3,0,15,0,0,0,0,0,1,4,0,4,1,2,0.75,0
T,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Constructable,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0
Event,67,0,158,0,0,0,0,0,62,8,0,5,5,2,8.38,0
Global,1,0,89,0,0,0,0,0,58,1,0,0,0,0,1,0
MessageFactory,0,0,19,0,0,0,0,0,0,2,0,0,0,0,0,0
M,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Refcountable,0,0,20,0,0,0,0,0,0,2,0,0,0,0,0,0
StateTransferException,3,0,15,0,0,0,0,0,1,3,0,0,0,0,1,0
SuspectedException,3,1,10,0,0,0,0,1,2,3,0,0,0,0,1,0
UnreachableException,3,1,19,0,0,0,0,0,2,3,0,0,0,0,1,0
Version,20,0,163,0,0,0,0,0,15,16,0,0,0,0,1.25,0
MockSocketChannel,46,0,174,0,0,0,0,0,4,28,0,0,0,4,1.64,0
T,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AttributeType,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PropertyConverter,0,0,12,0,0,0,0,0,0,2,0,6,2,0,0,0
PropertyHelper,33,0,138,0,0,1,0,0,1,7,0,0,0,0,4.71,0
ProtocolStackConfigurator,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0
MergeData,7,0,42,0,0,0,0,0,4,6,0,0,0,3,1.17,0
SleeperThread,11,0.4,83,0,0,1,0,2,2,7,0,1,1,1,1.57,0
McastDiscovery,24,0.5,335,1,0,3,0,8,8,5,0,0,0,0,4.8,0
MessageHandler,8,0.33,140,0,0,4,3,6,6,4,1,2,2,0,2,0
McastReceiver,3,1,34,0,0,3,5,5,5,2,2,0,0,0,1.5,0
PingPongDatagram,3,0,79,0,0,0,0,3,8,3,0,0,0,0,1,0
PaddedAtomicLong,2,1,12,0,0,0,0,7,7,2,0,0,0,0,1,0
Triple,8,0,39,0,0,0,0,0,3,8,0,0,0,6,1,0
LSSerializerImpl,247,0.26,1468,5,0,13,2,0,30,21,1,0,0,5,11.76,1
DOM3TreeWalker,319,0.46,2082,10,0,13,0,1,41,30,0,1,1,0,10.63,1
URI,259,0.25,1589,4,0,4,0,0,12,41,0,1,1,7,6.32,1
SAX2DTM2,200,0.55,3323,4,0,11,32,0,22,37,10,40,22,0,5.41,1
DTMDocumentImpl,182,0.08,2349,1,0,5,0,7,24,110,0,0,0,40,1.65,1
IncrementalSAXSource_Filter,99,0.24,741,1,0,5,0,1,13,42,0,4,3,7,2.36,1
DTMNodeProxy,209,0.18,2156,1,0,6,0,2,9,120,0,15,7,23,1.74,1
DTMManagerDefault,77,0.16,787,2,0,15,2,1,7,17,2,7,6,1,4.53,1
URI,264,0.21,1614,4,0,3,0,0,13,41,0,1,1,7,6.44,1
DOMBuilder,74,0.16,750,2,0,3,2,2,8,33,2,2,2,7,2.24,1
UnImplNode,150,0.44,1929,1,0,2,0,0,5,110,0,1,1,18,1.36,1
FastStringBuffer,122,0.66,1240,4,0,1,0,9,16,28,0,57,16,0,4.36,1
ToUnknownStream,149,0.76,1263,2,0,5,0,0,15,84,0,0,0,0,1.77,1
TreeWalker,66,1,477,2,0,3,0,1,5,8,0,2,2,1,8.25,1
StepPattern,109,0.28,1015,4,0,9,1,3,6,31,1,16,6,7,3.52,1
Lexer,89,0.39,638,2,0,9,6,2,6,10,2,2,1,0,8.9,1
Compiler,121,0.02,1196,2,0,37,2,2,7,47,2,16,10,4,2.57,1
XPathParser,220,0.52,2363,7,0,14,3,5,12,59,3,5,2,2,3.73,1
XStringForFSB,96,0.37,954,1,0,6,0,2,5,31,0,0,0,0,3.1,1
NodeSetDTM,97,0.16,1188,1,0,6,1,1,7,56,1,17,9,11,1.73,1
NodeSet,149,0.31,1312,1,0,3,0,1,8,61,0,16,6,10,2.44,1
SAXImpl,220,0.05,1827,1,0,49,2,0,29,75,2,55,9,4,2.93,1
Process,152,0.4,1119,1,0,13,8,0,0,6,3,0,0,0,25.33,1
EnvironmentCheck,71,0.32,1205,3,0,1,0,1,10,18,0,1,1,0,3.94,1
ExsltDatetime,100,0.21,1069,1,0,2,0,0,9,44,0,0,0,0,2.27,1
XSLTAttributeDef,139,0.01,1619,2,0,10,1,2,34,42,1,4,4,8,3.31,1
TransformerFactoryImpl,82,0.23,975,3,0,10,1,1,11,23,1,16,5,4,3.57,1
SQLDocument,74,0.36,1052,2,0,10,6,0,65,17,4,8,1,2,4.35,1
DTMDocument,227,0.79,1583,1,0,9,1,0,13,96,1,0,0,2,2.36,1
ExtensionHandlerJavaPackage,48,0.6,478,2,0,11,5,0,0,6,3,0,0,0,8,1
ExtensionHandlerJavaClass,55,0.6,488,2,0,9,5,0,2,6,3,0,0,0,9.17,1
EqualityExpr,64,0.85,303,2,0,5,0,0,3,12,0,3,1,3,5.33,1
Step,59,0.4,469,2,0,12,3,0,4,16,2,9,5,4,3.69,1
FunctionCall,152,0.39,1032,4,0,15,9,1,31,27,7,2,2,0,5.63,1
XslAttribute,47,1,241,2,0,17,4,0,5,5,3,2,2,1,9.4,1
DOMOutputImpl,9,0.14,117,0,0,0,0,0,4,9,0,0,0,8,1,0
DOMLocatorImpl,11,0,142,0,0,0,0,0,6,11,0,0,0,6,1,0
DOMErrorImpl,11,0.29,142,0,0,0,0,0,6,11,0,0,0,6,1,0
NodeLocator,6,0.3,78,0,0,0,0,0,4,6,0,0,0,4,1,0
HashEntry,1,0,15,0,0,0,0,4,4,1,0,0,0,0,1,0
ChunksVector,6,0.67,38,0,0,0,0,3,4,4,0,7,1,0,1.5,0
ChunkedIntArray,19,0.64,267,0,0,3,0,3,7,9,0,20,1,0,2.11,0
SerializableLocatorImpl,10,0.14,182,0,0,0,0,0,5,10,0,0,0,8,1,0
Context2,32,0.51,306,0,0,0,0,5,10,11,0,9,1,3,2.91,0
NameSpace,1,0,29,0,0,0,0,3,4,1,0,0,0,0,1,0
NSInfo,3,0,82,0,0,0,0,4,7,3,0,0,0,0,1,0
MappingRecord,2,0,11,0,0,1,0,3,3,1,0,0,0,0,2,0
ElemContext,7,0.33,170,0,0,0,0,9,10,5,0,4,4,0,1.4,0
UseStylesheetParamServlet,4,1,62,0,0,0,0,4,5,1,0,0,0,0,4,0
ApplyXSLTException,12,0.17,145,0,0,0,0,0,3,12,0,3,1,3,1,0
PIParamWrapper,1,0,11,0,0,0,0,3,3,1,0,0,0,0,1,0
TransletOutputHandlerFactory,28,0.15,145,1,0,9,1,0,13,14,1,5,4,9,2,0
HashtableEntry,2,1,15,0,0,0,0,4,4,2,0,0,0,0,1,0
Attributes,7,0,33,0,0,0,0,0,2,7,0,0,0,6,1,0
Parameter,2,0,18,0,0,0,0,3,3,2,0,0,0,0,1,0
SimpleIterator,24,1,93,0,0,2,0,3,6,7,0,1,1,1,3.43,0
SortSettings,7,0,106,0,0,0,0,0,6,7,0,4,1,6,1,0
CachedDocument,15,0.11,80,0,0,4,2,0,7,13,1,2,1,9,1.15,0
Option,5,0.5,11,0,0,0,0,0,2,5,0,4,1,3,1,0
GenerateEvent,5,0,129,0,0,0,0,8,8,5,0,0,0,0,1,0
ExtensionEvent,3,0,38,0,0,0,0,5,8,3,0,0,0,0,1,0
SelectionEvent,1,0,57,0,0,0,0,6,6,1,0,0,0,0,1,0
ProcessorInclude,24,0.03,345,1,0,7,4,0,2,10,2,0,0,4,2.4,0
TreeWalker2Result,9,1,122,0,0,5,1,3,3,4,1,0,0,0,2.25,0
ResultNameSpace,1,0,25,0,0,0,0,3,3,1,0,0,0,0,1,0
QueuedEvents,6,0.13,136,0,0,0,0,3,12,6,0,0,0,2,1,0
NumeratorFormatter,15,0,309,0,0,1,4,4,7,3,1,0,0,0,5,0
NodeSortKey,5,0,97,0,0,3,0,8,8,1,0,0,0,0,5,0
NodeCompareElem,7,0,96,1,0,7,13,4,4,1,6,0,0,0,7,0
Counter,7,1,121,0,0,3,0,5,6,3,0,1,1,0,2.33,0
DecimalToRoman,1,0,36,0,0,0,0,4,4,1,0,0,0,0,1,0
MultistepExprHolder,15,0.6,132,0,0,1,0,3,3,6,0,4,1,0,2.5,0
ElemMessage,8,0.3,90,0,0,6,3,0,2,5,1,0,0,4,1.6,0
ElemIf,15,0.48,137,0,0,9,6,0,2,7,4,0,0,4,2.14,0
ElemSort,20,0.16,304,0,0,6,3,0,6,14,3,2,2,11,1.43,0
ElemExtensionScript,6,0.2,77,0,0,1,0,0,3,6,0,1,1,5,1,0
ElemWhen,9,0.4,90,0,0,5,3,0,2,7,3,1,1,4,1.29,0
ElemElement,37,0.31,332,1,0,12,7,0,3,11,3,1,1,6,3.36,0
ElemWithParam,21,0.33,219,0,0,13,7,2,5,11,4,3,2,6,1.91,0
NamespaceAlias,10,0.11,131,0,0,1,0,0,5,10,0,3,3,8,1,0
XMLNSDecl,4,0,62,0,0,0,0,0,4,4,0,6,2,3,1,0
KeyDeclaration,13,0.16,164,0,0,4,2,0,4,11,2,4,3,8,1.18,0
ElemText,6,0.1,111,0,0,2,0,0,2,5,0,1,1,4,1.2,0
ElemTextLiteral,15,0.22,212,0,0,4,3,0,5,11,1,6,5,8,1.36,0
ElemExtensionCall,28,0.07,282,1,0,15,10,5,6,9,4,4,2,1,3.11,0
ElemTemplate,24,0.07,370,0,0,9,8,2,11,22,4,14,9,14,1.09,0
QueryParameter,15,0.11,247,0,0,0,0,0,6,13,0,5,3,7,1.15,0
ExtensionNamespaceSupport,9,0,75,0,0,1,1,4,4,3,1,3,2,1,3,0
WhitespaceRule,12,0.07,59,0,0,2,0,0,5,7,0,4,1,5,1.71,0
Validate,23,0.67,226,1,0,2,0,7,7,4,0,0,0,0,5.75,0
Prefixes,6,1,41,0,0,1,1,0,3,4,1,0,0,0,1.5,0
ThrowableMethods,1,0,24,0,0,0,0,0,2,1,0,0,0,0,1,0
1,1,1,9,0,0,0,0,0,0,1,0,0,0,0,1,0
DOMStringListImpl,9,1,67,0,0,0,0,0,1,7,0,0,0,0,1.29,0
DOMErrorHandlerImpl,5,1,33,0,0,0,0,0,0,2,0,0,0,0,2.5,0
DOMConstants,0,0,106,0,0,0,0,0,40,0,0,0,0,0,0,0
NamespaceSupport,26,1,277,0,0,1,0,0,9,10,0,5,1,2,2.6,0
DOM3SerializerImpl,11,0.36,121,0,0,2,0,0,4,9,0,0,0,5,1.22,0
XMLChar,77,0.13,978,0,0,0,0,0,9,21,0,0,0,0,3.67,0
XML11Char,72,0.4,368,0,0,1,0,0,10,14,0,0,0,0,5.14,0
WrappedRuntimeException,3,1,47,0,0,0,0,0,2,3,0,0,0,1,1,0
Utils,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0
MalformedURIException,2,0,23,0,0,0,0,0,0,2,0,0,0,0,1,0
SystemIDResolver,39,0,258,0,0,1,0,0,0,8,0,0,0,0,4.88,0
SerializerMessages_zh_TW,1,1,249,0,0,1,0,0,0,1,0,0,0,1,1,0
SerializerMessages_zh_CN,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SerializerMessages_zh,1,1,246,0,0,1,0,0,0,1,0,0,0,1,1,0
SerializerMessages_tr,1,1,249,0,0,1,0,0,0,1,0,0,0,1,1,0
SerializerMessages_sv,1,1,73,0,0,1,0,0,0,1,0,0,0,1,1,0
SerializerMessages_sl,1,1,249,0,0,1,0,0,0,1,0,0,0,1,1,0
SerializerMessages_sk,1,1,249,0,0,1,0,0,0,1,0,0,0,1,1,0
SerializerMessages_ru,1,1,249,0,0,1,0,0,0,1,0,0,0,1,1,0
SerializerMessages_pt_BR,1,1,249,0,0,1,0,0,0,1,0,0,0,1,1,0
SerializerMessages_pl,1,1,249,0,0,1,0,0,0,1,0,0,0,1,1,0
SerializerMessages_ko,1,1,249,0,0,1,0,0,0,1,0,0,0,1,1,0
SerializerMessages_ja,1,1,249,0,0,1,0,0,0,1,0,0,0,1,1,0
SerializerMessages_it,1,1,249,0,0,1,0,0,0,1,0,0,0,1,1,0
SerializerMessages_hu,1,1,249,0,0,1,0,0,0,1,0,0,0,1,1,0
SerializerMessages_fr,1,1,249,0,0,1,0,0,0,1,0,0,0,1,1,0
SerializerMessages_es,1,1,249,0,0,1,0,0,0,1,0,0,0,1,1,0
SerializerMessages_en,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SerializerMessages_de,1,1,249,0,0,1,0,0,0,1,0,0,0,1,1,0
SerializerMessages_cs,1,1,249,0,0,1,0,0,0,1,0,0,0,1,1,0
SerializerMessages_ca,1,1,249,0,0,1,0,0,0,1,0,0,0,1,1,0
SerializerMessages,1,1,253,0,0,1,0,0,0,1,0,0,0,1,1,0
MsgKey,0,0,100,0,0,0,0,0,61,0,0,0,0,0,0,0
Messages,16,0.33,270,1,0,1,0,0,3,7,0,40,11,0,2.29,0
BoolStack,17,1,168,0,0,0,0,0,3,13,0,0,0,1,1.31,0
AttList,22,0.55,222,0,0,1,0,3,3,13,0,0,0,3,1.69,0
DOM2Helper,6,0,73,0,0,0,0,0,0,4,0,4,2,0,1.5,0
StringToIntTable,17,1,169,0,0,0,0,0,6,8,0,2,1,1,2.12,0
DOM2DTMdefaultNamespaceDeclarationNode,89,0.03,626,1,0,1,0,5,6,49,0,0,0,22,1.82,0
CharacterNodeHandler,0,1,5,0,0,0,0,0,0,1,0,2,2,0,0,0
DOM2DTM,213,0.19,1699,2,1,16,3,2,11,39,2,1,1,9,5.46,0
SAX2RTFDTM,32,0.43,301,0,0,5,0,12,14,9,0,4,1,0,3.56,0
TypedSingletonIterator,6,1,45,0,0,3,0,0,1,2,0,0,0,0,3,0
TypedDescendantIterator,17,1,85,1,0,4,2,0,1,2,2,0,0,0,8.5,0
TypedAncestorIterator,21,1,118,1,0,4,2,0,1,4,2,0,0,1,5.25,0
TypedFollowingIterator,17,1,67,0,0,3,0,0,1,2,0,0,0,0,8.5,0
FollowingIterator,15,1,94,0,0,3,0,0,0,3,0,0,0,0,5,0
TypedPrecedingIterator,16,1,83,1,0,4,2,0,1,2,2,0,0,0,8,0
TypedPrecedingSiblingIterator,20,1,88,0,0,3,0,0,1,3,0,0,0,0,6.67,0
TypedAttributeIterator,4,1,58,0,0,2,0,0,1,3,0,0,0,0,1.33,0
TypedFollowingSiblingIterator,9,1,47,0,0,3,0,0,1,2,0,0,0,0,4.5,0
TypedRootIterator,8,1,53,0,0,4,2,0,1,2,2,0,0,0,4,0
TypedChildrenIterator,22,1,125,0,0,3,0,0,1,4,0,0,0,0,5.5,0
PrecedingSiblingIterator,11,0.33,85,0,0,4,0,0,1,4,0,0,0,0,2.75,0
FollowingSiblingIterator,5,1,39,0,0,3,0,0,0,3,0,0,0,0,1.67,0
PrecedingIterator,17,0.62,157,0,0,6,0,0,7,8,0,0,0,1,2.12,0
DescendantIterator,21,1,121,0,0,4,2,0,0,5,2,0,0,0,4.2,0
AttributeIterator,5,1,47,0,0,3,0,0,0,3,0,0,0,0,1.67,0
ParentIterator,11,0.67,85,0,0,3,0,0,1,4,0,1,1,1,2.75,0
ChildrenIterator,6,1,49,0,0,3,0,0,0,3,0,1,1,0,2,0
AncestorIterator,18,0.43,169,0,0,6,0,5,6,9,0,1,1,2,2,0
SAX2DTM,232,0.1,2466,4,1,18,5,1,31,75,3,19,3,8,3.09,0
XResources_zh_TW,1,1,50,0,0,4,0,0,0,1,0,0,0,0,1,0
XResources_zh_CN,1,1,50,0,0,4,0,0,0,1,0,0,0,0,1,0
XResources_sv,1,1,43,0,0,1,0,0,0,1,0,0,0,0,1,0
XResources_ko,1,1,50,0,0,4,0,0,0,1,0,0,0,0,1,0
XResources_ka,1,1,54,0,0,3,0,0,0,1,0,0,0,0,1,0
XResources_ja_JP_I,1,1,56,0,0,4,0,0,0,1,0,0,0,0,1,0
XResources_ja_JP_HI,1,1,57,0,0,4,0,0,0,1,0,0,0,0,1,0
XResources_ja_JP_HA,1,1,56,0,0,4,0,0,0,1,0,0,0,0,1,0
XResources_ja_JP_A,1,1,56,0,0,4,0,0,0,1,0,0,0,0,1,0
XResources_it,1,1,43,0,0,1,0,0,0,1,0,0,0,0,1,0
XResources_hy,1,1,56,0,0,3,0,0,0,1,0,0,0,0,1,0
XResources_he,1,1,49,0,0,3,0,0,0,1,0,0,0,0,1,0
XResources_fr,1,1,43,0,0,1,0,0,0,1,0,0,0,0,1,0
XResources_es,1,1,43,0,0,1,0,0,0,1,0,0,0,0,1,0
XResources_en,1,1,43,0,0,1,0,0,0,1,0,0,0,0,1,0
XResources_el,1,1,60,0,0,4,0,0,0,1,0,0,0,0,1,0
XResources_de,1,1,43,0,0,1,0,0,0,1,0,0,0,0,1,0
XResources_cy,1,1,57,0,0,4,0,0,0,1,0,0,0,0,1,0
XResourceBundleBase,0,0,21,0,0,0,0,0,0,2,0,0,0,0,0,0
LongArrayWrapper,3,1,15,0,0,0,0,0,1,3,0,1,1,2,1,0
StringArrayWrapper,3,1,15,0,0,0,0,0,1,3,0,1,1,2,1,0
IntArrayWrapper,3,1,15,0,0,0,0,0,1,3,0,1,1,2,1,0
XResourceBundle,5,0,109,0,0,1,0,0,18,3,0,0,0,0,1.67,0
CharArrayWrapper,3,1,15,0,0,0,0,0,1,3,0,3,1,2,1,0
8,1,1,5,0,0,1,0,0,0,1,0,0,0,0,1,0
7,2,1,5,0,0,1,0,0,0,1,0,0,0,0,2,0
6,2,1,11,0,0,1,0,0,0,1,0,0,0,0,2,0
5,1,1,5,0,0,1,0,0,0,1,0,0,0,0,1,0
4,1,1,5,0,0,1,0,0,0,1,0,0,0,0,1,0
3,2,1,12,0,0,1,0,0,0,1,0,0,0,0,2,0
2,1,1,9,0,0,0,0,0,0,1,0,0,0,0,1,0
1,1,1,9,0,0,0,0,0,0,1,0,0,0,0,1,0
SecuritySupport,12,0,105,0,0,0,0,0,0,9,0,0,0,0,1.33,0
ConfigurationError,2,1,33,0,0,0,0,0,2,2,0,0,0,1,1,0
ObjectFactory,42,0,607,2,0,2,0,0,5,10,0,0,0,0,4.2,0
IncrementalSAXSource_Xerces,28,0.38,410,1,0,6,0,12,15,12,0,0,0,0,2.33,0
StopException,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0
ExtendedType,11,0.67,119,0,0,0,0,0,4,9,0,19,7,3,1.22,0
EmptyIterator,14,0.04,32,0,0,0,0,0,1,14,0,0,0,7,1,0
DTMSafeStringPool,11,0,79,0,0,0,0,0,0,5,0,0,0,0,2.2,0
DTMNodeProxyImplementation,8,0.17,59,0,0,1,0,0,0,4,0,0,0,1,2,0
DTMNodeList,9,1,72,0,0,2,0,0,1,5,0,1,1,1,1.8,0
DTMException,2,0,25,0,0,0,0,0,1,2,0,0,0,0,1,0
DTMNamedNodeMap,21,0.43,257,0,0,2,0,3,3,9,0,2,1,0,2.33,0
IndexedDTMAxisTraverser,7,0.17,83,0,0,3,2,0,0,4,1,0,0,0,1.75,0
RootTraverser,4,1,46,0,0,2,0,0,0,4,0,0,0,0,1,0
DescendantOrSelfFromRootTraverser,5,0,67,0,0,1,0,0,0,5,0,0,0,1,1,0
DescendantFromRootTraverser,5,0,67,0,0,1,0,0,0,5,0,0,0,1,1,0
PrecedingAndAncestorTraverser,7,1,57,0,0,3,1,0,0,3,1,0,0,0,2.33,0
AllFromNodeTraverser,3,1,32,0,0,2,0,0,0,2,0,0,0,0,1.5,0
AllFromRootTraverser,10,0.17,82,0,0,2,0,0,0,5,0,0,0,0,2,0
SelfTraverser,5,0.5,62,0,0,2,0,0,0,5,0,0,0,0,1,0
PrecedingSiblingTraverser,4,0,38,0,0,2,0,0,0,3,0,0,0,0,1.33,0
PrecedingTraverser,12,1,82,0,0,3,2,0,0,4,1,0,0,0,3,0
ParentTraverser,6,0.5,80,0,0,3,2,0,0,5,1,0,0,0,1.2,0
NamespaceDeclsTraverser,6,0,47,0,0,2,0,0,0,3,0,0,0,0,2,0
NamespaceTraverser,6,0,47,0,0,2,0,0,0,3,0,0,0,0,2,0
FollowingSiblingTraverser,4,0,38,0,0,2,0,0,0,3,0,0,0,0,1.33,0
FollowingTraverser,25,1,149,0,0,2,0,0,0,5,0,0,0,0,5,0
DescendantOrSelfTraverser,2,0,30,0,0,0,0,0,0,3,0,0,0,1,0.67,0
DescendantTraverser,19,0.04,175,0,0,3,2,0,0,9,1,0,0,1,2.11,0
ChildTraverser,17,0.3,159,0,0,4,4,0,0,6,1,0,0,0,2.83,0
AttributeTraverser,6,0,43,0,0,2,0,0,0,3,0,0,0,0,2,0
AncestorOrSelfTraverser,3,0,35,0,0,1,0,0,0,3,0,0,0,0,1,0
AncestorTraverser,4,0,40,0,0,3,2,0,0,3,1,0,0,0,1.33,0
TypedSingletonIterator,5,1,44,0,0,2,0,0,1,2,0,0,0,0,2.5,0
SingletonIterator,10,1,112,0,0,1,0,0,1,6,0,0,0,0,1.67,0
NthDescendantIterator,7,1,52,0,0,2,0,1,1,2,0,0,0,0,3.5,0
TypedDescendantIterator,7,1,49,0,0,2,0,0,1,2,0,0,0,0,3.5,0
TypedAncestorIterator,15,1,76,0,0,4,1,0,1,2,1,0,0,0,7.5,0
TypedFollowingIterator,6,1,39,0,0,3,0,0,1,2,0,0,0,0,3,0
FollowingIterator,5,1,55,0,0,4,0,1,1,3,0,0,0,0,1.67,0
TypedPrecedingIterator,16,1,77,0,0,3,1,0,1,2,1,0,0,0,8,0
TypedPrecedingSiblingIterator,13,1,60,0,0,3,1,0,1,2,1,0,0,0,6.5,0
TypedAttributeIterator,4,1,58,0,0,2,0,0,1,3,0,0,0,0,1.33,0
TypedFollowingSiblingIterator,11,1,57,0,0,3,1,0,1,2,1,0,0,0,5.5,0
NamespaceAttributeIterator,6,1,61,0,0,2,0,0,1,3,0,0,0,0,2,0
TypedRootIterator,8,1,52,0,0,3,1,0,1,2,1,0,0,0,4,0
RootIterator,5,1,50,0,0,2,0,0,0,3,0,0,0,0,1.67,0
TypedNamespaceIterator,6,1,42,0,0,1,0,0,1,2,0,0,0,0,3,0
NamespaceChildrenIterator,10,1,66,0,0,3,1,0,1,3,1,0,0,0,3.33,0
TypedChildrenIterator,14,1,83,0,0,3,1,0,1,3,1,0,0,0,4.67,0
PrecedingSiblingIterator,11,0.33,85,0,0,3,1,0,1,4,1,0,0,0,2.75,0
FollowingSiblingIterator,5,1,39,0,0,2,0,0,0,3,0,0,0,0,1.67,0
PrecedingIterator,17,0.62,160,0,0,5,0,0,7,8,0,0,0,1,2.12,0
DescendantIterator,16,1,102,0,0,2,0,0,0,5,0,0,0,0,3.2,0
AttributeIterator,5,1,47,0,0,2,0,0,0,3,0,0,0,0,1.67,0
AncestorIterator,17,0.43,145,0,0,6,0,4,4,9,0,0,0,2,1.89,0
ChildrenIterator,6,1,49,0,0,2,0,0,0,3,0,0,0,0,2,0
ParentIterator,9,0.67,73,0,0,2,0,0,1,4,0,1,1,1,2.25,0
DTMDefaultBaseTraversers,27,1,1705,0,0,24,0,0,0,3,0,2,2,0,9,0
DTMChildIterNodeList,8,1,65,0,0,1,0,0,2,4,0,0,0,0,2,0
DTMNodeListBase,3,0,28,0,0,0,0,0,0,3,0,0,0,1,1,0
DTMAxisIterNodeList,14,1,85,0,0,3,0,0,4,5,0,0,0,1,2.8,0
IncrementalSAXSource,0,0,53,0,0,0,0,0,0,5,0,5,3,0,0,0
DTMStringPool,20,0.5,135,0,0,1,5,3,5,6,1,27,3,0,3.33,0
CustomStringPool,7,1,47,0,0,0,0,1,2,4,0,0,0,0,1.75,0
CoroutineParser,0,0,93,0,0,0,0,0,0,8,0,0,0,0,0,0
CoroutineManager,19,1,239,0,0,2,0,3,6,6,0,6,2,0,3.17,0
InternalAxisIteratorBase,2,1,39,0,0,0,0,0,1,2,0,0,0,1,1,0
