Name,WMC,TCC,LOCC,NBM,GOD LASS,CBO,ATFD,NOAP,NOA,NOM,FDP,CM,CC,NOAM,AMW,Brainlass
BackgroundRendererImpl,4,0,21,0,0,2,1,0,0,4,1,0,0,0,1,0
TimelineChart,0,0,39,0,0,0,0,0,0,11,0,10,7,0,0,0
ChartModel,0,0,57,0,0,0,0,0,0,25,0,13,7,0,0,0
Chart,0,0,37,0,0,0,0,0,0,17,0,44,31,0,0,0
ChartSelection,0,0,41,0,0,0,0,0,1,6,0,5,3,0,0,0
1,1,1,6,0,0,0,0,0,0,1,0,0,0,0,1,0
UndoableEditImpl,10,0.11,85,0,0,8,6,0,4,9,3,0,0,1,1.11,0
UndoManagerImpl,20,0.32,116,0,0,3,0,0,6,16,0,2,1,3,1.25,0
GPUndoListener,0,1,3,0,0,0,0,0,0,1,0,1,1,0,0,0
GPUndoManager,0,0,21,0,0,0,0,0,0,10,0,30,21,0,0,0
2,1,1,8,0,0,3,3,0,0,1,3,0,0,0,1,0
1,3,1,18,0,0,4,3,0,0,1,1,0,0,0,3,0
ViewHolder,9,0.3,59,0,0,4,7,0,6,6,4,2,2,0,1.5,0
ViewManagerImpl,16,0.11,106,0,0,9,0,1,6,13,0,3,3,4,1.23,0
GPView,0,0,7,0,0,0,0,0,0,3,0,9,5,0,0,0
GPViewManager,0,0,19,0,0,0,0,0,0,9,0,8,6,0,0,0
SettingsDialogAction,3,1,19,0,0,1,0,0,2,2,0,0,0,1,1.5,0
SearchDialogAction,2,1,13,0,0,0,0,0,1,2,0,0,0,0,1,0
RefreshViewAction,4,0,22,0,0,1,0,0,1,3,0,0,0,1,1.33,0
PasteAction,12,0.7,96,0,0,8,1,0,4,7,1,0,0,0,1.71,0
RedoAction,12,0.71,61,0,0,1,0,0,1,9,0,0,0,1,1.33,0
UndoAction,12,0.71,61,0,0,1,0,0,1,9,0,0,0,1,1.33,0
EditMenu,4,0,39,0,0,8,1,0,2,4,1,0,0,2,1,0
CutAction,4,1,39,0,0,1,0,0,2,3,0,0,0,0,1.33,0
1,2,1,8,0,0,1,0,0,0,1,0,0,0,0,2,0
CopyAction,5,1,32,0,0,2,0,0,1,3,0,0,0,0,1.67,0
TopPanel,3,1,24,0,0,0,0,0,0,1,0,0,0,0,3,0
SpringUtilities,16,0.1,176,0,0,0,0,0,0,5,0,0,0,0,3.2,0
ResourceChartOptionPageProvider,2,1,11,0,0,2,0,0,0,2,0,0,0,0,1,0
ProjectRolesOptionPageProvider,7,0.1,68,0,0,2,2,0,1,6,2,2,0,1,1.17,0
WeekendsSettingsPanel,9,1,59,0,0,11,24,0,3,3,11,2,1,0,3,0
ProjectSettingsPanel,15,0.28,126,0,0,2,0,0,7,10,0,5,2,1,1.5,0
ProjectBasicOptionPageProvider,5,0.17,30,0,0,1,1,0,1,5,1,0,0,1,1,0
OptionPageProviderPanel,5,1,47,0,0,2,0,0,3,3,0,1,1,0,1.67,0
InterfaceOptionPageProvider,25,0,117,0,0,3,0,0,2,7,0,0,0,0,3.57,0
GanttChartOptionPageProvider,2,1,11,0,0,2,0,0,0,2,0,0,0,0,1,0
ExportCsvOptionPageProvider,6,0.17,32,0,0,1,0,0,1,5,0,0,0,1,1.2,0
Item,5,0.33,30,0,0,0,0,0,2,4,0,0,0,0,1.25,0
EnumerationOptionComboBoxModel,18,0.27,111,0,0,3,0,0,3,8,0,0,0,1,2.25,0
2,2,1,7,0,0,0,0,0,0,1,0,0,0,0,2,0
1,2,1,7,0,0,0,0,0,0,1,0,0,0,0,2,0
ExportFieldsTableModel,15,0.14,56,0,0,0,0,0,1,8,0,0,0,1,1.88,0
GeneralOptionPanel,7,0,59,0,0,0,0,0,5,9,0,0,0,4,0.78,0
CSVSettingsPanel,22,0.27,190,0,0,3,6,0,3,11,3,2,1,0,2,0
BooleanOptionAction,2,1,14,0,0,1,0,0,1,2,0,0,0,0,1,0
GPOptionChoicePanel,7,0.3,87,0,0,1,0,0,6,6,0,5,4,0,1.17,0
OptionPageProviderBase,11,0,63,0,0,2,0,0,3,12,0,4,1,3,0.92,0
ProjectCalendarOptionPageProvider,13,0.2,160,0,0,11,21,0,8,7,11,4,1,1,1.86,0
SettingsDialog2,6,0,54,0,0,2,0,0,2,4,0,0,0,0,1.5,0
ViewToggleAction,5,0,29,0,0,2,0,0,3,4,0,0,0,0,1.25,0
ShowChannelAction,11,0.2,49,0,0,1,0,0,2,7,0,0,0,0,1.57,0
CancelAction,3,1,20,0,0,0,0,0,2,3,0,0,0,0,1,0
CalculateCriticalPathAction,10,0.1,47,0,0,3,1,0,5,6,1,0,0,0,1.67,0
OkAction,4,1,19,0,0,0,0,0,1,4,0,1,1,1,1,0
BaselineDialogAction,2,1,109,0,0,6,7,0,4,2,5,0,0,0,1,0
ArtefactPropertiesAction,1,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0
ArtefactNewAction,1,0,6,0,0,0,0,0,0,1,0,0,0,0,1,0
ArtefactDeleteAction,1,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0
1,2,1,8,0,0,1,0,0,0,1,0,0,0,0,2,0
IconSize,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GPAction,67,0.02,309,0,0,1,0,0,10,32,0,6,3,4,2.09,0
ArtefactAction,11,1,71,0,0,1,0,0,2,6,0,1,1,0,1.83,0
ActiveActionProvider,0,1,4,0,0,0,0,0,0,1,0,4,1,0,0,0
ActionStateChangedListener,0,1,3,0,0,0,0,0,0,1,0,2,2,0,0,0
ActionDelegate,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0
WebDavProxyTest,1,1,47,0,0,2,0,0,0,1,0,0,0,0,1,0
WebDavRuntimeException,3,0,11,0,0,0,0,0,0,3,0,0,0,0,1,0
WebDavOptionPageProvider,6,0,142,0,0,5,0,0,0,4,0,0,0,1,1.5,0
CanLockStatus,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MiltonResourceImpl,50,0.29,312,0,0,3,2,0,6,26,1,0,0,1,1.92,0
Key,6,1,25,0,0,0,0,3,3,3,0,0,0,0,2,0
HttpDocumentOutputStream,2,1,20,0,0,2,1,0,1,2,1,0,0,0,1,0
HttpDocument,36,0.01,201,0,0,5,0,0,8,19,0,1,1,4,1.89,0
ReloadWorker,4,0,35,0,0,3,1,0,1,3,1,0,0,0,1.33,0
SelectionListener,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0
GanttURLChooser,20,0.2,518,0,0,8,6,0,27,11,4,9,1,0,1.82,0
1,4,1,12,0,0,2,0,0,0,1,0,0,0,0,4,0
FilesTableModel,8,0.5,42,0,0,0,0,0,2,4,0,2,1,1,2,0
FilesCellRenderer,6,0,50,0,0,2,0,0,1,3,0,0,0,0,2,0
WebDavException,2,0,8,0,0,0,0,0,0,2,0,0,0,0,1,0
WebDavUri,9,0.17,74,0,0,0,0,6,6,6,0,9,5,0,1.5,0
WebDavResource,0,0,146,0,0,0,0,0,0,18,0,17,6,0,0,0
MiltonResourceFactory,19,0.2,116,0,0,5,4,0,6,7,1,4,3,1,2.71,0
RoleSetTest,5,0.6,49,0,0,4,0,0,1,5,0,0,0,0,1,0
RoleSetImpl,19,0.22,104,0,0,3,5,0,4,14,3,6,1,1,1.36,0
RoleManagerImpl,27,0.16,177,0,0,5,0,0,5,16,0,4,1,1,1.69,0
RoleEvent,2,1,12,0,0,0,0,0,1,2,0,0,0,1,1,0
Listener,0,1,3,0,0,0,0,0,0,1,0,1,1,0,0,0
Access,1,1,7,0,0,0,0,0,1,1,0,0,0,0,1,0
1,2,1,9,0,0,3,2,0,0,1,1,0,0,0,2,0
RoleImpl,8,0,51,0,0,1,1,0,3,6,1,0,0,3,1.33,0
RolePersistentID,6,0,35,0,0,0,0,0,3,4,0,3,3,2,1.5,0
RoleSet,0,0,27,0,0,0,0,0,2,11,0,23,11,0,0,0
Role,0,0,9,0,0,0,0,0,0,4,0,18,9,0,0,0
RoleManager,0,0,55,0,0,0,0,0,1,12,0,20,16,0,0,0
StartStartConstraintImpl,8,0,59,0,0,10,16,0,0,4,9,0,0,0,2,0
StartFinishConstraintImpl,9,0,57,0,0,12,22,0,0,4,11,0,0,0,2.25,0
FinishStartConstraintImpl,9,0,65,0,0,9,15,0,0,4,8,0,0,0,2.25,0
FinishFinishConstraintImpl,9,0,56,0,0,12,21,0,0,4,11,3,1,0,2.25,0
ConstraintImpl,13,0.02,64,0,0,4,0,0,3,12,0,4,2,5,1.08,0
S,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
F,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pair,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TaskDependencySliceAsDependee,2,1,10,0,0,1,0,0,0,2,0,0,0,0,1,0
TaskDependencySliceImpl,16,0,67,0,0,2,0,0,3,8,0,0,0,2,2,0
TaskDependencySliceAsDependant,2,1,10,0,0,1,0,0,0,2,0,0,0,0,1,0
DefaultCollision,4,0,29,0,0,0,0,0,3,4,0,0,0,2,1,0
MutatorImpl,14,0.4,73,0,0,5,8,0,2,7,4,0,0,0,2,0
TaskDependencyCollectionImpl,37,0.12,297,0,0,14,23,0,4,22,14,5,2,1,1.68,0
2,1,1,6,0,0,0,0,0,0,1,0,0,0,0,1,0
1,1,1,6,0,0,0,0,0,0,1,0,0,0,0,1,0
TaskDependencyImpl,32,0.03,157,0,0,3,0,0,8,21,0,1,1,7,1.52,0
RangeSearchToKey,1,0,5,0,0,1,0,0,0,1,0,0,0,0,1,0
SearchKey,11,0,62,0,0,2,2,3,5,5,1,0,0,0,2.2,0
RangeSearchFromKey,1,0,5,0,0,1,0,0,0,1,0,0,0,0,1,0
MutableTaskDependencyCollection,0,0,11,0,0,0,0,0,0,5,0,42,17,0,0,0
LoopDetector,2,1,23,0,0,2,2,0,1,2,1,1,1,0,1,0
EventDispatcher,0,0,7,0,0,0,0,0,0,3,0,3,1,0,0,0
ActivityBinding,0,0,7,0,0,0,0,0,0,3,0,3,2,0,0,0
Collision,0,0,13,0,0,0,0,0,3,3,0,7,4,0,0,0
Type,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TaskDependencyCollectionMutator,0,1,3,0,0,0,0,0,0,1,0,1,1,0,0,0
TaskDependencyCollection,0,0,16,0,0,0,0,0,0,6,0,12,8,0,0,0
Hardness,6,0,37,0,0,0,0,0,3,3,0,2,2,1,2,0
TaskDependencyConstraint,6,0,87,0,0,0,0,0,1,11,0,20,10,0,0.55,0
TaskDependency,0,0,67,0,0,0,0,0,0,10,0,72,31,0,0,0
TaskDependencySlice,0,0,30,0,0,0,0,0,3,5,0,24,15,0,0,0
TaskDependencyException,4,0,16,0,0,0,0,0,0,4,0,0,0,0,1,0
TaskProperties,40,0,254,1,0,7,0,0,1,9,0,0,0,0,4.44,0
TaskNode,20,0.88,131,0,0,5,0,0,1,17,0,0,0,1,1.18,0
Access,1,1,6,0,0,0,0,0,0,1,0,0,0,0,1,0
PropertiesEventSender,3,0,16,0,0,1,1,0,1,2,1,0,0,0,1.5,0
ProgressEventSender,3,0,16,0,0,1,1,0,1,3,1,0,0,0,1,0
EventSender,0,0,5,0,0,0,0,0,0,2,0,3,3,0,0,0
MutatorException,1,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0
CostImpl,8,0,39,0,0,1,0,0,2,7,0,1,1,3,1.14,0
MutatorImpl,66,0.2,348,0,1,9,28,1,12,30,9,7,1,2,2.2,0
TaskDocumentOrderComparator,4,1,23,0,0,0,0,0,1,3,0,0,0,0,1.33,0
TaskActivityImpl,10,0,61,0,0,3,0,0,5,10,0,0,0,5,1,0
TaskActivitiesAlgorithm,6,1,24,0,0,3,6,0,1,2,3,1,1,0,3,0
MutationInfo,6,0,46,0,0,1,0,0,7,4,0,0,0,0,1.5,0
1,1,1,6,0,0,1,1,0,0,1,1,0,0,0,1,0
ResourceAssignmentStub,11,0,67,0,0,2,0,0,5,11,0,0,0,6,1,0
ResourceAssignmentImpl,11,0.62,64,0,0,2,3,0,1,11,2,1,1,0,1,0
ResourceAssignmentMutatorImpl,8,1,49,0,0,4,3,0,1,4,2,0,0,0,2,0
ResourceAssignmentCollectionImpl,23,0.13,351,0,0,4,0,0,3,15,0,6,4,0,1.53,0
MutableResourceAssignmentCollection,0,0,5,0,0,0,0,0,0,2,0,22,11,0,0,0
TaskInfo,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
MutableTask,0,0,50,0,0,0,0,0,0,17,0,72,37,0,0,0
DurationParsingException,4,0,17,0,0,0,0,0,0,4,0,0,0,0,1,0
Factory,0,1,3,0,0,0,0,0,0,1,0,1,1,0,0,0
CustomPropertyListenerImpl,4,0,23,0,0,3,2,0,1,3,1,0,0,0,1.33,0
CustomColumsListener,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0
CustomPropertyImpl,4,0,24,0,0,1,0,0,2,4,0,0,0,2,1,0
CustomColumnsStorage,22,0.35,112,0,0,3,4,1,6,16,3,10,1,0,1.38,0
BlankLineNode,1,0,8,0,0,0,0,0,1,1,0,0,0,0,1,0
CustomColumnsValues,17,0.47,121,0,0,5,0,0,2,11,0,8,7,0,1.55,0
Cost,0,0,9,0,0,0,0,0,0,7,0,12,8,0,0,0
ResourceAssignmentCollection,0,0,11,0,0,0,0,0,0,5,0,8,6,0,0,0
TaskImpl,123,0.04,1214,0,1,26,49,1,35,75,26,32,9,26,1.64,0
TaskManagerConfig,0,0,15,0,0,0,0,0,0,7,0,0,0,0,0,0
CustomColumnsManager,12,0.82,66,0,0,3,0,0,1,12,0,1,1,0,1,0
TaskView,1,1,10,0,0,0,0,0,1,1,0,4,3,1,1,0
TaskMutator,0,0,15,0,0,0,0,0,2,5,0,23,14,0,0,0
TaskActivity,0,0,7,0,0,0,0,0,0,3,0,6,6,0,0,0
Listener,0,0,5,0,0,0,0,0,0,2,0,2,1,0,0,0
TaskSelectionManager,26,0.37,154,0,0,2,0,0,4,15,0,15,9,0,1.73,0
ResourceAssignmentMutator,0,1,3,0,0,0,0,0,0,1,0,5,4,0,0,0
Priority,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CustomColumnsException,3,1,25,0,0,0,0,0,4,3,0,0,0,1,1,0
TaskBuilder,16,0,99,0,0,0,0,16,16,17,0,20,10,0,0.94,0
TaskContainmentHierarchyFacade,0,0,148,0,0,0,0,0,1,19,0,78,41,0,0,0
ResourceAssignment,0,0,20,0,0,0,0,0,0,9,0,44,23,0,0,0
TaskManager,0,0,196,0,0,0,0,0,0,39,0,269,105,0,0,0
Task,9,0,156,0,0,0,0,0,2,48,0,272,105,1,0.19,0
TestResourceTotalLoad,1,1,31,0,0,8,1,0,0,1,1,0,0,0,1,0
TestImportResources,2,0,44,0,0,4,1,0,0,2,1,0,0,0,1,0
LoadDistributionTest,2,1,49,0,0,10,4,0,0,2,2,0,0,0,1,0
ResourceNode,33,0.46,121,0,0,1,1,0,3,17,1,0,0,1,1.94,0
OverwritingMerger,18,0.3,75,0,0,4,4,0,2,6,3,0,0,0,3,0
2,1,1,7,0,0,1,1,0,0,1,1,0,0,0,1,0
1,6,1,24,0,0,2,3,0,0,1,2,0,0,0,6,0
ResourceBuilder,7,0,46,0,0,0,0,6,6,8,0,1,1,0,0.88,0
ResourceTableNode,3,0,18,0,0,0,0,0,1,6,0,0,0,0,0.5,0
AssignmentNode,13,0.17,57,0,0,2,0,0,2,10,0,2,1,3,1.3,0
ResourceView,0,0,15,0,0,0,0,0,0,4,0,4,1,0,0,0
Load,3,0,24,0,0,0,0,4,4,3,0,1,1,0,1,0
ResourceContext,0,1,4,0,0,0,0,0,0,1,0,2,1,0,0,0
AssignmentContext,0,1,3,0,0,0,0,0,0,1,0,1,1,0,0,0
HumanResourceManager,41,0.18,263,0,0,6,10,0,6,24,6,43,25,2,1.71,0
MergeResourcesOption,1,0,10,0,0,0,0,0,4,1,0,0,0,0,1,0
HumanResourceMerger,0,0,16,0,0,0,0,0,0,2,0,1,1,0,0,0
ShortDateFormatOption,9,0.29,59,0,0,1,0,0,1,8,0,3,0,1,1.12,0
LanguageOption,13,0,67,0,0,0,0,0,0,10,0,0,0,2,1.3,0
CharSetMap,49,0.13,441,0,0,0,0,0,10,18,0,0,0,0,2.72,0
ImportFileWizardImpl,2,1,63,0,0,1,0,0,2,2,0,0,0,0,1,0
ImporterFromTxtFile,4,0,22,0,0,2,3,0,0,4,2,0,0,1,1,0
VisibleFieldsImpl,6,1,31,0,0,1,1,0,1,5,1,0,0,0,1.2,0
ImporterFromGanttFile,10,0.04,205,0,0,18,36,0,3,9,17,1,0,2,1.11,0
ImporterChooserPage,6,0.17,55,0,0,4,6,0,5,5,4,1,0,0,1.2,0
FileChooserPage,6,0,55,0,0,3,9,0,2,6,3,0,0,1,1,0
1,2,0,10,0,0,0,0,0,0,2,0,0,0,2,1,0
Importer,0,0,19,0,0,0,0,0,1,9,0,6,2,0,0,0
ImporterBase,20,0.01,106,0,0,2,2,0,6,16,2,0,0,9,1.25,0
ViewLogDialog,1,1,9,0,0,3,0,0,0,1,0,0,0,0,1,0
RedlineOption,5,0,28,0,0,1,1,0,0,5,1,0,0,2,1,0
MouseOverHandler,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
TableModelExt,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0
TreeUiFacade,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RecentColorsOption,12,0.07,77,0,0,1,1,0,1,11,1,0,0,1,1.09,0
ProjectMRUMenu,3,0,30,0,0,2,0,0,3,3,0,0,0,0,1,0
AnimationView,0,0,9,0,0,0,0,0,0,4,0,3,1,0,0,0
NotificationComponent,19,0.13,171,0,0,3,3,1,9,14,1,4,1,1,1.36,0
ListAndFieldsPanel,3,1,43,0,0,0,0,0,3,2,0,1,1,0,1.5,0
GPlainDocument,9,0,76,0,0,0,0,0,2,4,0,2,1,1,2.25,0
GTextField,8,0,73,0,0,1,1,0,2,6,1,0,0,0,1.33,0
GPColorChooser,8,0.07,93,0,0,1,0,0,4,8,0,0,0,1,1,0
GanttLookAndFeels,13,0.27,63,0,0,1,0,0,3,7,0,5,1,0,1.86,0
GanttImagePanel,2,1,27,0,0,0,0,0,2,2,0,0,0,0,1,0
GanttTaskPropertiesBean,75,0.16,577,1,1,19,12,0,47,29,4,5,0,0,2.59,0
ResourceAssignmentsPanel,6,0.17,40,0,0,1,1,0,4,5,1,2,1,0,1.2,0
UrlFetcher,13,0.1,107,0,0,2,4,0,6,8,2,5,1,1,1.62,0
TextFieldAndFileChooserComponent,17,0.17,249,0,0,5,0,0,9,10,0,15,4,3,1.7,0
TableAndActionsImpl,5,0,38,0,0,0,0,0,0,4,0,0,0,0,1.25,0
ComboItem,2,1,15,0,0,0,0,2,2,2,0,0,0,0,1,0
T,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TableModelImpl,15,0,59,0,0,1,1,0,0,6,1,0,0,1,2.5,0
DialogAligner,7,0,44,0,0,0,0,0,0,3,0,0,0,0,2.33,0
5,1,1,6,0,0,1,0,0,0,1,0,0,0,0,1,0
4,1,1,10,0,0,3,3,0,0,1,1,0,0,0,1,0
3,1,1,7,0,0,4,4,0,0,1,1,0,0,0,1,0
2,1,1,7,0,0,1,1,0,0,1,1,0,0,0,1,0
1,2,1,10,0,0,2,3,0,0,1,2,0,0,0,2,0
MyListModel,3,1,17,0,0,2,1,0,0,3,1,2,2,0,1,0
DefaultDateIntervalModel,7,0.2,38,0,0,1,3,0,1,7,1,4,1,1,1,0
DateIntervalModel,0,0,13,0,0,0,0,0,0,6,0,8,5,0,0,0
DateInterval,9,0.13,41,0,0,2,0,1,3,7,0,2,2,2,1.29,0
DateIntervalListEditor,8,1,213,0,0,4,1,0,7,2,1,4,4,0,4,0
MouseListenerImpl,5,0.33,32,0,0,1,0,0,2,4,0,0,0,0,1.25,0
ActionUtil,1,1,43,0,0,1,0,0,0,1,0,0,0,0,1,0
NotificationManagerImpl,8,0.07,124,0,0,4,0,0,2,7,0,2,0,1,1.14,0
GanttTabbedPane,3,1,19,0,0,0,0,0,1,3,0,2,2,0,1,0
FileChooserPageBase,34,0.08,368,0,0,10,20,0,15,20,10,5,1,3,1.7,0
GanttLookAndFeelInfo,3,1,22,0,0,0,0,0,1,3,0,0,0,0,1,0
TaskSelectionContext,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0
ResourceTreeUIFacade,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0
Centering,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dialog,0,0,10,0,0,0,0,0,0,4,0,15,11,0,0,0
TestGanttRolloverButton,20,0.07,157,0,0,2,1,0,7,9,1,2,2,0,2.22,0
GanttDialogProperties,6,1,42,0,0,5,5,0,1,2,5,1,1,0,3,0
NotificationItem,10,0.17,37,0,0,0,0,4,4,5,0,0,0,1,2,0
NotificationManager,0,0,21,0,0,0,0,0,1,4,0,2,2,0,0,0
Listener,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0
NotificationChannel,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GanttDialogPerson,16,0.47,226,0,0,14,5,0,18,10,3,4,2,0,1.6,0
Choice,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EditableList,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
UIFacade,0,0,116,0,0,0,0,0,4,40,0,114,70,0,0,0
TaskTreeUIFacade,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
TaskManagerBuilder,10,0,61,0,0,6,0,0,5,10,0,22,9,6,1,0
TestSetupHelper,8,0,97,0,0,2,0,0,0,8,0,0,0,0,1,0
LafOption,8,0.07,42,0,0,2,0,0,1,7,0,1,1,2,1.14,0
TreeUtil,24,0,98,0,0,0,0,0,0,11,0,0,0,0,2.18,0
ModelObject,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ChartUpdater,4,0,21,0,0,1,0,0,0,5,0,0,0,0,0.8,0
CollapseAllAction,3,1,13,0,0,0,0,0,0,2,0,0,0,0,1.5,0
ExpandAllAction,3,1,13,0,0,0,0,0,0,2,0,0,0,0,1.5,0
ExpandCollapseAction,4,1,17,0,0,0,0,0,0,2,0,0,0,0,2,0
TreeTableModelClass,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TreeTableClass,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TreeTableCellEditorImpl,18,0.51,108,0,0,1,0,0,2,12,0,0,0,0,1.5,0
TaskTreeImageGeneratorExt,19,0.1,121,1,0,6,3,0,0,6,1,0,0,0,3.17,0
TaskTreeImageGenerator,22,0.11,145,0,0,6,3,0,5,9,1,0,0,1,2.44,0
TaskModelModificationListener,10,1,60,0,0,7,2,0,2,10,2,0,0,0,1,0
ResourceTreeImageGenerator,18,0.2,121,0,0,5,1,0,4,6,1,0,0,1,3,0
ResourceChartSelection,8,0.24,52,0,0,3,4,0,3,8,3,0,0,0,1,0
ResourcechartImplementation,12,0.1,69,0,0,8,8,0,1,6,5,0,0,0,2,0
ResourceChartTabContentPanel,8,0.07,52,0,0,3,1,0,3,7,1,0,0,1,1.14,0
PreferenceServiceImpl,19,0,119,0,0,0,0,0,0,19,0,0,0,12,1,0
PluginPreferencesImpl,40,0.05,190,0,0,1,0,0,4,28,0,1,1,4,1.43,0
PluginOptionsHandler,5,1,23,0,0,1,0,0,1,3,0,0,0,0,1.67,0
Mediator,3,0,18,0,0,0,0,0,2,3,0,0,0,0,1,0
ShowHideColumnsDialog,2,1,23,0,0,4,0,0,3,2,0,1,1,0,1,0
ResourceDefaultColumn,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GPLogger,29,0.11,171,0,0,2,1,0,6,16,1,0,0,0,1.81,0
GanttTreeTable,13,0.07,131,0,0,3,0,0,2,7,0,0,0,0,1.86,0
ResourceLoadGraphicArea,15,0.05,232,0,0,0,0,0,7,12,0,5,2,2,1.25,0
GanttResourcePanel,62,0.03,383,0,1,16,31,2,6,39,16,5,1,3,1.59,0
DefaultTaskColorOption,5,0,25,0,0,0,0,0,0,5,0,0,0,2,1,0
GanttProjectImpl,32,0,269,0,0,10,3,0,15,32,2,3,2,18,1,0
GanttPreviousStateTask,6,0,41,0,0,0,0,0,5,6,0,1,1,3,1,0
BaselineSaver,1,1,10,0,0,2,1,0,0,2,1,1,1,0,0.5,0
MouseSupport,4,1,17,0,0,2,1,0,1,3,1,0,0,0,1.33,0
GanttGraphicArea,42,0.05,318,0,0,15,27,0,12,30,15,3,0,6,1.4,0
GanttChartTabContentPanel,13,0.14,95,0,0,10,3,0,7,9,3,0,0,2,1.44,0
RowHeightAligner,2,1,19,0,0,1,0,0,2,2,0,1,1,0,1,0
GanttProjectBase,51,0.15,395,0,1,12,45,0,14,68,12,4,0,14,0.75,0
Stub,5,0,21,0,0,0,0,0,0,6,0,0,0,0,0.83,0
FacadeInvalidator,9,0,50,0,0,1,0,1,2,9,0,0,0,0,1,0
UIFacadeImpl,89,0.06,660,0,1,17,26,0,24,59,17,32,2,13,1.51,0
ErrorNotifier,4,1,24,0,0,1,2,0,2,3,1,0,0,0,1.33,0
DialogImpl,6,1,35,0,0,1,0,0,2,5,0,3,0,0,1.2,0
Commiter,2,0,11,0,0,0,0,0,1,3,0,3,0,0,0.67,0
DialogBuilder,4,1,188,0,0,3,0,0,1,2,0,1,1,0,2,0
PropertyTypeEncoder,7,0,129,0,0,3,0,0,0,2,0,0,0,0,3.5,0
CustomPropertyManager,0,0,147,0,0,0,0,0,0,8,0,28,16,0,0,0
CustomPropertyListener,0,1,3,0,0,0,0,0,0,1,0,1,1,0,0,0
CustomPropertyClass,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TreeTableContainer,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ChartImplementation,0,0,28,0,0,0,0,0,0,11,0,0,0,0,0,0
4,1,1,13,0,0,3,3,0,0,1,3,0,0,0,1,0
3,1,1,15,0,0,2,2,0,0,1,2,0,0,0,1,0
2,1,1,13,0,0,3,3,0,0,1,3,0,0,0,1,0
1,1,1,14,0,0,2,2,0,0,1,2,0,0,0,1,0
CalendarEventAction,9,0.07,92,0,0,1,1,0,2,7,1,0,0,0,1.29,0
ProjectEventListener,0,0,33,0,0,0,0,0,0,5,0,4,1,0,0,0
GanttPreviousState,9,0.21,87,0,0,7,1,0,3,9,1,8,3,2,1,0
CustomPropertyDefinition,0,0,28,0,0,0,0,0,0,12,0,42,21,0,0,0
GanttTask,5,0,53,0,0,3,0,0,0,4,0,1,1,0,1.25,0
CustomProperty,0,0,7,0,0,0,0,0,0,3,0,7,6,0,0,0
CustomPropertyHolder,0,0,5,0,0,0,0,0,0,2,0,3,2,0,0,0
IGanttProject,0,0,60,0,0,0,0,0,0,28,0,97,53,0,0,0
TaskVisitor,3,0,19,0,0,3,0,0,0,4,0,1,1,0,0.75,0
FileChooserPage,31,0.42,151,0,0,7,5,0,3,10,3,0,0,0,3.1,0
ExportFinalizationJobImpl,3,1,9,0,0,6,3,0,0,2,2,0,0,0,1.5,0
ExportException,2,0,9,0,0,0,0,0,0,2,0,0,0,0,1,0
ExporterToImage,12,0,132,0,0,3,1,0,2,10,1,0,0,3,1.2,0
ExportFileWizardImpl,8,0,94,0,0,5,9,0,4,3,5,0,0,0,2.67,0
ExporterChooserPage,8,0,63,0,0,4,7,0,3,4,4,0,0,0,2,0
1,1,1,6,0,0,1,0,0,0,1,0,0,0,0,1,0
ExportFinalizationJob,0,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0
ConsoleUIFacade,41,0.03,218,0,0,0,0,0,1,41,0,1,1,22,1,0
